source,sentence,cause_start,cause_end,effect_start,effect_end
MedCaus," Over time , dry gangrene may develop into wet gangrene if an infection develops in the dead tissues . ''",56.0,92.0,11.0,46.0
MedCaus, The efforts unleashed a multitude of compounds borne from structure - activity relations developed from the tubocurare molecule .,105.0,128.0,59.0,89.0
MedCaus," Subsequent waves of colonization and migration during the Middle Ages added to the older settlements , or created new ones , thus replenishing the Greek diaspora and making it one of the most long - standing and widespread in the world . ''",104.0,118.0,209.0,230.0
MedCaus," Its strength is that it gives rise to a rich , fruity , refreshing taste , so despite the difficulties and great skill required , it is still used by some manufacturers . ''",55.0,67.0,129.0,155.0
MedCaus, The energized electron -LRB- exciton -RRB- of P680 is captured by a primary electron acceptor of the photosynthetic electron transfer chain and thus exits photosystem II .,1.0,140.0,150.0,170.0
MedCaus," In 2015 the United Nations Educational , Scientific and Cultural Organization -LRB- UNESCO -RRB- designated Tucson a '' '' world city of gastronomy '' '' under the Creative Cities Network program , becoming thus the first city of gastronomy in the United States . ''",138.0,173.0,197.0,244.0
MedCaus," Spent H. lupulus extract has also been shown to have antimicrobial and anti - biofilm activities , raising the possibility this waste product of the brewing industry could be developed for medical applications . ''",1.0,86.0,98.0,197.0
MedCaus," This is especially useful studying diseases in adults by allowing expression after a certain period of growth , thus eliminating the deleterious effect of gene expression seen during stages of development in model organisms .",58.0,110.0,118.0,224.0
MedCaus, There seemed to have been an onset of auricular fibrillation ` Ä ¶ extreme cyanosis developed .,39.0,75.0,1.0,26.0
MedCaus," Eventually , this introducing role developed into longer sessions of spoken , rhythmic wordplay , and rhyming , which became rapping . ''",12.0,102.0,113.0,125.0
MedCaus," This increase in fluid can be visualized using magnetic resonance neurography , and thus MR neurography can identify nerve irritation and/or injury .",1.0,78.0,90.0,148.0
MedCaus," The toxin is usually a cytotoxic protein derived from a bacterial or plant protein , from which the natural binding domain has been removed so that the Fv directs the toxin to the antigen on the target cell . ''",84.0,132.0,144.0,202.0
MedCaus," Some of these poisons act by inhibiting liver functions and in advanced stages of poisoning , several blood - clotting factors are absent , and the volume of circulating blood is diminished , so that a blood transfusion -LRB- optionally with the clotting factors present -RRB- can save a person who has been poisoned , an advantage over some older poisons . ''",1.0,179.0,272.0,308.0
MedCaus," The kidneys and the central nervous system -LRB- brain and spinal cord -RRB- are the parts of the body most critically dependent on high blood flow , and are thus the most likely organs to be affected .",1.0,148.0,164.0,201.0
MedCaus," From Sarmatian dialects this word spread across Eurasia , thus creating a group of related words in Turkic , Finno - Ugric , Slavic and Germanic languages -LRB- see Russian : -- Ö -- º -- µ -- ª -- å , Chuvash -- ÖƒÉ -- º -- ª -- ?",1.0,48.0,59.0,145.0
MedCaus," Synonyms also come about when the codes of nomenclature change , so that older names are no longer acceptable ; for example , Erica herbacea L. has been rejected in favour of Erica carnea L. and is thus its synonym .",1.0,63.0,74.0,110.0
MedCaus," Red adaptation goggles were developed by Wilhelm Trendelenburg in 1916 to address the problem of dark adaptation of the eyes , previously studied by Antoine Beclere . ''",1.0,66.0,72.0,120.0
MedCaus," Since most of the common nutrients in the body are converted to carbon dioxide when they are metabolized , smooth muscle around blood vessels relax in response to increased concentrations of carbon dioxide within the blood and surrounding interstitial fluid . ''",161.0,252.0,1.0,142.0
MedCaus," Research has proposed 2 types of humour that each consist of 2 styles , making 4 styles in total . ''",1.0,63.0,71.0,91.0
MedCaus," Neutron interferometry has been used to investigate the Aharonov ` Äì Bohm effect , to examine the effects of gravity acting on an elementary particle , and to demonstrate a strange behavior of fermions that is at the basis of the Pauli exclusion principle : Unlike macroscopic objects , when fermions are rotated by 360 ¬ ?",1.0,70.0,83.0,237.0
MedCaus," Proline is the only proteinogenic amino acid whose side - group links to the Œ ± - amino group and , thus , is also the only proteinogenic amino acid containing a secondary amine at this position . ''",1.0,83.0,90.0,173.0
MedCaus, Ganglion cysts also may develop independently from a joint .,52.0,59.0,1.0,15.0
MedCaus," Mount Baker received 2,896 cm -LRB- 95.01 ft -RRB- of snow , thus surpassing the previous record holder , Mount Rainier , Washington , which during the 1971 ` Äì1972 season received 2,850 cm -LRB- 93.5 ft -RRB- of snow . ''",46.0,54.0,121.0,122.0
MedCaus," Founded by William Wilson in 1830 , the company pioneered the implementation of the technique of steam distillation , and was thus able to manufacture candles from a wide range of raw materials , including skin fat , bone fat , fish oil and industrial greases . ''",119.0,122.0,227.0,252.0
MedCaus," Females have two X chromosomes , so some of them can have copies of two different alleles .",1.0,31.0,37.0,90.0
MedCaus," Salting - in electrolytes reduce the water self - hydration and increase the polymer hydration , therefore increasing the critical micelle temperature and critical micelle concentration . ''",49.0,85.0,98.0,172.0
MedCaus," The mammary glands are also controlled by the pituitary gland , so lactation can also be affected .",1.0,62.0,68.0,98.0
MedCaus," Aldosterone upregulates epithelial sodium channels -LRB- ENaCs -RRB- in the collecting duct and the colon , increasing apical membrane permeability for Na + and thus absorption . ''",64.0,100.0,107.0,161.0
MedCaus," These approaches can help control solitary or limited metastases , but they are by definition not systemic , and , therefore , do not treat distributed metastases or micrometastases .",1.0,107.0,128.0,182.0
MedCaus," When mosquito bites , maxillae penetrate the skin and anchor the mouthparts , thus allowing other parts to be inserted . ''",1.0,65.0,79.0,110.0
MedCaus," The perfusionist shares responsibility with the cardiac surgeon and anesthesiologist for the management of the physiological and metabolic needs of the cardiac surgical patient , so that the surgeon may operate on a still , or unbeating heart during certain procedures . ''",1.0,169.0,180.0,258.0
MedCaus," Like the blues , these arts were developed by African American communities to enable people to make a statement , whether political or emotional and participate in community activities . ''",16.0,63.0,76.0,102.0
MedCaus," For instance , a recombinant bacterium has been developed which improves the digestion of grass in the rumen of cattle , and some specific features of muscle fibres have been genetically altered . ''",14.0,48.0,59.0,112.0
MedCaus," In meadows , tall grasses that can take advantage of higher nitrogen levels may change the area so that natural species may be lost . ''",12.0,91.0,100.0,127.0
MedCaus," Moose with heavy tick infections will rub their fur down to the skin raw trying to get the ticks off , making them look white when their outer coat rubs off .",1.0,101.0,111.0,157.0
MedCaus," We encourage people who come across illegal or inappropriate content to report it to us using the built - in reporting tools next to every photo , video or comment , so we can take action . ''",1.0,85.0,167.0,181.0
MedCaus," Lastly , experimental evidence has shown that these arytetralin lignans can interact with cellular factors to create chemical DNA adducts , thus further deactivating DNA .",111.0,138.0,146.0,170.0
MedCaus," This may be performed using a percutaneous coronary intervention , during which narrowings can be expanded by passing small balloon - tipped wires into the coronary arteries , inflating the balloon to expand the narrowing , and sometimes leaving behind a metal scaffold known as a stent to keep the artery open . ''",1.0,222.0,225.0,306.0
MedCaus, A distinct hive should develop if a patient suffers cold urticaria .,35.0,67.0,1.0,31.0
MedCaus," From the 1920s through to the 1950s , x - ray machines were developed to assist in the fitting of shoes and were sold to commercial shoe stores .",39.0,55.0,74.0,104.0
MedCaus," Contrary to popular belief , nails do not continue to grow after death ; the skin dehydrates and tightens , making the nails -LRB- and hair -RRB- appear to grow .",74.0,106.0,116.0,161.0
